rank,client_hash_id,content_hash_id,predicted_decline_prob,baseline_score,content_archetype,recommended_action,priority_tier,effort_hours_assumption,safety_guardrail,gsc_impressions_apr,gsc_clicks_apr,gsc_avg_position_apr,ga4_pageviews_apr,reason_codes
5605,client_73cda7b4e4f265ea,content_448bf55b96dbc89d,0.5191974077616569,1.6,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,7756.0,23.0,5.951424433932918,25.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5606,client_73cda7b4e4f265ea,content_48ade8f1aa1f84db,0.5191811836321473,1.4333333333333333,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3315.0,15.0,6.49426104520403,19.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5607,client_62f4a7e64f5e0096,content_89c86e6005b2bfe9,0.5191651747371252,1.1,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1737.0,10.0,6.485519696665792,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5608,client_73cda7b4e4f265ea,content_25d5e9db8118b740,0.5191453117691948,1.4333333333333333,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3771.0,18.0,5.2440875840119645,18.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5609,client_20259bd6705d81d4,content_ab1d23b600e1a8c7,0.5191260361880661,2.3666666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2375.0,56.0,8.97749526327982,66.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | HIGH_W04_BASELINE_SIGNAL
5610,client_20259bd6705d81d4,content_6879dea7ae8e514a,0.5191050537121782,1.4761904761904763,High Historical Traffic / Higher Decline Risk,"Review for substantive content freshness, factual accuracy, intent alignment, and technical issues.",P2_Review,5.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,10166.0,117.0,6.600195053395122,138.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_HISTORICAL_TRAFFIC_MODEL_RISK
5611,client_20259bd6705d81d4,content_c5a46c587852d5d7,0.5190923387047711,2.066666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2784.0,13.0,11.659701763611915,18.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
5612,client_def0955f7a377868,content_189778fce760117c,0.5190719396692313,1.5333333333333334,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1456.0,11.0,9.743360289302291,12.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
5613,client_e547b89c05043229,content_7fab1fdf9219e29b,0.5190640178472712,1.5,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,11081.0,25.0,6.328893996187976,25.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5614,client_0fa64a184f18a4a0,content_9b7f703132ccdedc,0.5190472597859573,1.4333333333333333,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,6107.0,17.0,5.119128720721235,17.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5615,client_23a62021009f63c4,content_c20a5d57d6cd25f1,0.5190287231973663,3.0,High Historical Traffic / Higher Decline Risk,"Review for substantive content freshness, factual accuracy, intent alignment, and technical issues.",P2_Review,5.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,88728.0,124.0,28.698720411375355,421.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_HISTORICAL_TRAFFIC_MODEL_RISK | HIGH_W04_BASELINE_SIGNAL
5616,client_73cda7b4e4f265ea,content_b222fdddb96e6e6e,0.5189899600803954,1.4,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3351.0,12.0,6.2322623502417605,18.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5617,client_73cda7b4e4f265ea,content_871adbc6f9e859c8,0.5189691227442179,1.4333333333333333,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5006.0,14.0,5.058608961128264,17.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5618,client_62f4a7e64f5e0096,content_f9aeae370a1a94a5,0.5189670151083933,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2391.0,14.0,4.098507359211499,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5619,client_62f4a7e64f5e0096,content_79f06150fb5bb46c,0.5189538631231563,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5086.0,11.0,6.766815886822925,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5620,client_e5c2aa26a8598242,content_f5bd149a7bcd3d96,0.5189314551524193,1.8333333333333333,General Higher-Decline-Risk Review,Prioritize for diagnostic review of recent traffic trends and on-page content.,P2_Review,3.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5808.0,52.0,6.221069300396801,46.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5621,client_73cda7b4e4f265ea,content_fba798c9b2ddbf7e,0.5189098141291434,1.4,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3983.0,17.0,4.150003908827008,19.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5622,client_86ebc2f12c01f586,content_059ee03e4144600f,0.5188731977799067,1.1666666666666667,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3093.0,10.0,4.417583296698802,13.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5623,client_23a62021009f63c4,content_ac28bf5f5b1fc9c7,0.5188407611093191,2.8333333333333335,High Historical Traffic / Higher Decline Risk,"Review for substantive content freshness, factual accuracy, intent alignment, and technical issues.",P2_Review,5.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,28307.0,93.0,21.686242790079913,255.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_HISTORICAL_TRAFFIC_MODEL_RISK | HIGH_W04_BASELINE_SIGNAL
5624,client_fef1a8f436438636,content_b21ed56202856822,0.5188273321020975,1.2692307692307692,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2380.0,13.0,7.487878493082518,22.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5625,client_23a62021009f63c4,content_c5786a7b0ea6ee57,0.5188134778358917,2.6666666666666665,High Historical Traffic / Higher Decline Risk,"Review for substantive content freshness, factual accuracy, intent alignment, and technical issues.",P2_Review,5.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,9009.0,22.0,30.78153213026245,67.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_HISTORICAL_TRAFFIC_MODEL_RISK | HIGH_W04_BASELINE_SIGNAL
5626,client_73cda7b4e4f265ea,content_6647974874e63d39,0.5188019838416723,0.9615384615384616,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5064.0,15.0,5.263538009089028,19.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5627,client_08a6a72ff48e62c0,content_686c850e02b8f895,0.5187704040536678,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,7169.0,11.0,6.074889129418951,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5628,client_23a62021009f63c4,content_c90ee2d974f4431e,0.5187679440323942,2.2333333333333334,General Higher-Decline-Risk Review,Prioritize for diagnostic review of recent traffic trends and on-page content.,P2_Review,3.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1212.0,11.0,21.01663295123138,29.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
5629,client_62f4a7e64f5e0096,content_5a518b94588e698a,0.5187514092168053,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5440.0,12.0,5.318454986747501,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5630,client_e5c2aa26a8598242,content_6765a30105430bc7,0.5187333029480069,1.9666666666666666,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2626.0,11.0,10.569003214831346,20.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
5631,client_62f4a7e64f5e0096,content_05c5bef8118a22fb,0.5187198644647253,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5385.0,12.0,5.482410553264812,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5632,client_400c21c81c8b46ef,content_d31bb06ab2343962,0.5187008543934144,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,13342.0,50.0,3.6596275138929353,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5633,client_e547b89c05043229,content_89449ef413c1353d,0.518683668891451,1.4666666666666666,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2837.0,40.0,4.86235157937806,28.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5634,client_23a62021009f63c4,content_9eafa01e5d1d0f22,0.518675444926752,2.5,High Historical Traffic / Higher Decline Risk,"Review for substantive content freshness, factual accuracy, intent alignment, and technical issues.",P2_Review,5.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,7083.0,39.0,26.028483683762435,112.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_HISTORICAL_TRAFFIC_MODEL_RISK | HIGH_W04_BASELINE_SIGNAL
5635,client_1a730cb2640a1abf,content_e9db3e9ebe8e37fa,0.5186722020007714,1.4,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4458.0,15.0,7.883012556638602,16.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5636,client_73cda7b4e4f265ea,content_72e2b7a41873025d,0.518646824876139,1.4666666666666666,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,7673.0,17.0,7.7391969449995655,23.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5637,client_62f4a7e64f5e0096,content_fcc333a88fe6b49d,0.5186336388584741,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2983.0,12.0,5.176787990799094,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5638,client_0fa64a184f18a4a0,content_f49154a60fa5ac85,0.5186048511579345,0.6,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1162.0,17.0,7.644277986236813,15.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5639,client_e5c2aa26a8598242,content_78b6f7104da35d2c,0.5185114704787401,1.7666666666666666,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2321.0,12.0,8.736772037913621,15.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
5640,client_e5c2aa26a8598242,content_62aa67c9aca916b3,0.5185055924173019,1.7666666666666666,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5336.0,14.0,12.75376812573783,11.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
5641,client_62f4a7e64f5e0096,content_91b87f79ce07123d,0.5184701816153767,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5621.0,12.0,5.363093561027421,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5642,client_62f4a7e64f5e0096,content_73a39946fe688311,0.5184470676725027,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5246.0,12.0,5.608959567902523,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5643,client_e547b89c05043229,content_2a946e916ab8f5d4,0.5184125084606287,1.5,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2671.0,13.0,7.971646029234983,16.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5644,client_73cda7b4e4f265ea,content_2a9d24e350d70343,0.5183278092585497,1.4333333333333333,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1274.0,11.0,4.417287416324755,13.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5645,client_3f0ce4d44fe94f3d,content_15e6e62f619d3df2,0.5183234416650994,1.4333333333333333,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1306.0,10.0,7.001050362797437,13.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5646,client_20259bd6705d81d4,content_e3f99b9e6c932df5,0.5183225112192751,1.8,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2150.0,10.0,9.94771127265537,11.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
5647,client_62f4a7e64f5e0096,content_39925821344ce1f4,0.518320775992576,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,11804.0,15.0,4.135643850525741,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5648,client_e5c2aa26a8598242,content_ae9bf0451bf943ce,0.5183095623439766,1.4666666666666666,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4021.0,18.0,5.86928320098609,17.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5649,client_23a62021009f63c4,content_35c533b1303a031b,0.5182945067345259,2.566666666666667,High Historical Traffic / Higher Decline Risk,"Review for substantive content freshness, factual accuracy, intent alignment, and technical issues.",P2_Review,5.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,12061.0,10.0,33.23281437415509,54.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_HISTORICAL_TRAFFIC_MODEL_RISK | HIGH_W04_BASELINE_SIGNAL
5650,client_23a62021009f63c4,content_4d0f661c66861bf2,0.518265527800196,2.3666666666666667,General Higher-Decline-Risk Review,Prioritize for diagnostic review of recent traffic trends and on-page content.,P2_Review,3.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2297.0,11.0,21.389709518998185,75.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
5651,client_08a6a72ff48e62c0,content_cc7c0bd1c846d739,0.5182642991547812,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2635.0,10.0,6.3619830799390265,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5652,client_23a62021009f63c4,content_79f3bd2d24002c4b,0.5182576595593347,2.7333333333333334,High Historical Traffic / Higher Decline Risk,"Review for substantive content freshness, factual accuracy, intent alignment, and technical issues.",P2_Review,5.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,13056.0,15.0,33.71436830609469,125.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_HISTORICAL_TRAFFIC_MODEL_RISK | HIGH_W04_BASELINE_SIGNAL
5653,client_08a6a72ff48e62c0,content_02c78f58becddfb1,0.5182399849484897,1.0333333333333334,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1191.0,10.0,5.8745160986773195,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5654,client_73cda7b4e4f265ea,content_236fb5386c2bebf1,0.5182307864315654,1.3666666666666667,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4897.0,10.0,5.71741875973972,13.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5655,client_e5c2aa26a8598242,content_13599cecd99eb422,0.5182304052900939,1.6333333333333333,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4141.0,15.0,7.553327536543903,18.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5656,client_1a730cb2640a1abf,content_bae88cc96b8ab30e,0.5182231855308159,1.1666666666666667,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1272.0,12.0,5.709529067227915,18.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5657,client_20259bd6705d81d4,content_1d6f152661b95518,0.518213422771243,2.433333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,8456.0,59.0,12.44875357652785,67.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_HISTORICAL_TRAFFIC_MODEL_RISK | HIGH_W04_BASELINE_SIGNAL
